,pName,tradePrice,actualPrice,salePrice,brand,productLine,rating,technicalDetail,url
0, iPhone 11 128GB | Chính hãng VN/A  ,11690000,13990000,12190000,Apple,iPhone 11 Series,4.9/5,"[{'title': '', 'value': 'Không'}, {'title': 'Dung lượng RAM', 'value': '4 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Kích thước màn hình', 'value': '6.1 inches'}, {'title': 'Độ phân giải màn hình', 'value': '1792 x 828 pixel'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Tính năng màn hình', 'value': 'True-tone'}, {'title': 'Tần số quét', 'value': '60Hz'}, {'title': 'Kiểu màn hình', 'value': 'Tai thỏ'}, {'title': 'Hệ điều hành', 'value': 'iOS 13 hoặc cao hơn (Tùy vào phiên bản phát hành)'}, {'title': 'Wi-Fi', 'value': '802.11ax Wi‑Fi 6 with 2x2 MIMO'}, {'title': 'Thẻ SIM', 'value': 'Nano-SIM + eSIM'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'GPS', 'value': 'GPS/GNSS'}, {'title': 'Bluetooth', 'value': '5.0'}, {'title': 'Camera sau', 'value': 'Camera kép 12MP:\n- Camera góc rộng: ƒ/1.8 aperture\n- Camera siêu rộng: ƒ/2.4 aperture'}, {'title': 'Tính năng camera', 'value': 'Retina Flash\nNhãn dán (AR Stickers)\nBan đêm (Night Mode)\nChạm lấy nét\nGóc rộng (Wide)\nGóc siêu rộng (Ultrawide) HDR Nhận diện khuôn mặt\nQuay chậm (Slow Motion)\nToàn cảnh (Panorama)\nTrôi nhanh thời gian (Time L'}, {'title': 'Quay video', 'value': 'Quay video 4K ở tốc độ 24 fps, 30 fps hoặc 60 fps'}, {'title': 'Camera trước', 'value': '12 MP, ƒ/2.2 aperture'}, {'title': 'Quay video trước', 'value': '4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': '150.9mm - 75.7mm - 8.3mm'}, {'title': 'Trọng lượng', 'value': '194 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 18W\nPower Delivery 2.0'}, {'title': 'Cổng sạc', 'value': 'Lightning'}, {'title': 'Pin', 'value': '3110 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Cảm biến', 'value': 'FaceID, Con quay hồi chuyển, Gia tốc kế, Cảm biến tiệm cận, Cảm biến ánh sáng xung quanh'}, {'title': 'Cảm biến vân tay', 'value': 'Không'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/iphone-11-128gb.html
0, iPhone 12 128GB | Chính hãng VN/A  ,14090000,17990000,15090000,Apple,iPhone 15 - 25 triệu,4.8/5,"[{'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Dung lượng RAM', 'value': '4 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Kích thước màn hình', 'value': '6.1 inches'}, {'title': 'Độ phân giải màn hình', 'value': '1170 x 2532 pixels'}, {'title': 'Công nghệ màn hình', 'value': 'Super Retina XDR OLED, HDR10, Dolby Vision, Wide color gamut, True-tone'}, {'title': 'Công nghệ màn hình', 'value': 'OLED'}, {'title': 'Tính năng màn hình', 'value': 'HDR10\nDolby Vision\nTrue-tone'}, {'title': 'Tần số quét', 'value': '60Hz'}, {'title': 'Kiểu màn hình', 'value': 'Tai thỏ'}, {'title': 'Hệ điều hành', 'value': 'iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành)'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot'}, {'title': 'Thẻ SIM', 'value': '2 SIM (nano‑SIM và eSIM)'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'GPS', 'value': 'A-GPS, GLONASS, GALILEO, QZSS'}, {'title': 'Bluetooth', 'value': '5.0, A2DP, LE'}, {'title': 'Camera sau', 'value': '12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS\n12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""'}, {'title': 'Tính năng camera', 'value': 'Ban đêm (Night Mode)\nTrôi nhanh thời gian (Time Lapse)\nQuay chậm (Slow Motion)\nXóa phông\nToàn cảnh (Panorama)\nTự động lấy nét (AF)\nNhận diện khuôn mặt\nHDR\nZoom kỹ thuật số\nGóc rộng (Wide)\nGóc siêu rộng (Ul'}, {'title': 'Quay video', 'value': 'Trước: 4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS\nSau: 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 30fps), stereo sound rec.'}, {'title': 'Camera trước', 'value': '12 MP, f/2.2, 23mm (wide), 1/3.6""\nSL 3D, (depth/biometrics sensor)'}, {'title': 'Quay video trước', 'value': '4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': '146.7 x 71.5 x 7.4 mm'}, {'title': 'Trọng lượng', 'value': '164 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 20W\nPower Delivery 2.0'}, {'title': 'Cổng sạc', 'value': 'Lightning'}, {'title': 'Pin', 'value': 'Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Cảm biến', 'value': 'Face ID, cảm biến gia tốc, cảm biến tiệm cận, con quay hồi chuyển, cảm biên sáng'}, {'title': 'Cảm biến vân tay', 'value': 'Không'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/iphone-12-128gb.html
0, Samsung Galaxy Z Fold4 256GB ,27490000,40990000,27990000,Samsung,Galaxy Z,5.0/5,"[{'title': '', 'value': 'Không'}, {'title': 'Dung lượng RAM', 'value': '12 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Kích thước màn hình', 'value': '7.6 inches'}, {'title': 'Độ phân giải màn hình', 'value': '2176 x 1812 pixels (QXGA+)'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Tính năng màn hình', 'value': 'Màn hình chính: 7,6 inch QXGA + Dynamic AMOLED 2X, 120Hz\nMàn hình phụ: 6.2 inch HD + AMOLED, 120Hz'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Màn hình gập'}, {'title': 'Hệ điều hành', 'value': 'Android 12'}, {'title': 'Wi-Fi', 'value': '802.11 a/b/g/n/ac/ax 2.4G+5GHz+6GHz, HE160, MIMO, 1024-QAM'}, {'title': 'Thẻ SIM', 'value': '2 SIM (nano‑SIM và eSIM)'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'GPS', 'value': 'A-GPS, GLONASS, GALILEO, BDS'}, {'title': 'Bluetooth', 'value': 'v5.2, A2DP, LE, aptX HD'}, {'title': 'Camera sau', 'value': 'Camera chính: 50MP, f/1.8\nCamera góc siêu rộng: 12MP, f/2.2\nCamera tele: 10MP, f/2.4 (3x zoom)'}, {'title': 'Tính năng camera', 'value': 'AI Camera, Đèn Flash, Zoom quang học, Trôi nhanh thời gian (Time Lapse), Chống rung quang học (OIS)'}, {'title': 'Quay video', 'value': 'UHD 8K (7680 x 4320)@24fps'}, {'title': 'Camera trước', 'value': '10MP (bên ngoài) + 4MP (dưới màn hình)'}, {'title': 'Quay video trước', 'value': '960fps @HD, 240fps @FHD'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Nhôm'}, {'title': 'Kích thước', 'value': 'Kích thước khi gập lại: 155.1 x 130.1 x 6.3 mm\nKích thước khi máy mở ra: 155.1 x 67.1 x 14.2-15.8 mm'}, {'title': 'Trọng lượng', 'value': '263 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 25 W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '4,400 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IPX8'}, {'title': 'Tiện ích khác', 'value': 'Màn hình luôn hiển thị AOD\nĐa cửa sổ (chia đôi màn hình)\nSamsung DeX (Kết nối màn hình sử dụng giao diện tương tự PC)'}, {'title': 'Công nghệ âm thanh', 'value': 'Hỗ Trợ Âm Thanh Nổi\nÂm thanh Dolby Atmos'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Sạc không dây, Bảo mật vân tay, Nhận diện khuôn mặt, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/samsung-galaxy-z-fold-4.html
0, Samsung Galaxy S21 FE 8GB 128GB ,10490000,16990000,10990000,,,4.2/5,[],https://cellphones.com.vn/samsung-galaxy-s21-fe-8gb-128gb.html
0, Samsung Galaxy M14 5G 4GB 128GB ,3490000,5290000,3990000,,,,[],https://cellphones.com.vn/samsung-galaxy-m14.html
0, Xiaomi Redmi Note 12 Pro 4G 8GB 256GB ,7190000,7990000,7690000,,,,[],https://cellphones.com.vn/xiaomi-redmi-note-12-pro-4g.html
0, Xiaomi 12 Pro (5G) ,13990000,27990000,14490000,Xiaomi,Xiaomi 12 Series,,"[{'title': 'Kích thước màn hình', 'value': '6.73 inches'}, {'title': 'Độ phân giải màn hình', 'value': '1440 x 3200 pixels (QHD+)'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 120Hz, Tỷ lệ tương phản 8.000.000: 1, HDR10 +, Dolby Vision, Độ sáng tối đa: 1500nit, Corning Gorilla Glass Victus'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Giọt nước'}, {'title': 'Hệ điều hành', 'value': 'MIUI 13, Android 12'}, {'title': 'Wi-Fi', 'value': 'WiFi 6, WiFi 5, WiFi 4 và 802.11a / b / g'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'GPS', 'value': 'GLONASS, GPS, GALILEO, BEIDOU'}, {'title': 'Bluetooth', 'value': '5.2'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 50 MP, f/1.9, Dual Pixel PDAF, OIS\nCamera tele: 50 MP, f/1.9, PDAF, 2x optical zoom\nCamera góc siêu rộng: 50 MP, f/2.2, 115˚'}, {'title': 'Tính năng camera', 'value': 'AI Camera\nBan đêm (Night Mode)\nBộ lọc màu\nChuyên nghiệp (Pro)\nChân dung đêm\nChống rung quang học (OIS)\nChụp bằng cử chỉ\nGoogle Lens\nGóc rộng (Wide)\nGóc siêu rộng (Ultrawide)\nHDR\nLàm đẹp'}, {'title': 'Quay video', 'value': '4K 2160p@60fps 8K 4320p@24fps FullHD 1080p@240fps'}, {'title': 'Camera trước', 'value': '32 MP'}, {'title': 'Quay video trước', 'value': '1080p@30/60fps, 720p@120fps'}, {'title': 'Dung lượng RAM', 'value': '12 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': '163.6 x 74.6 x 8.2 mm'}, {'title': 'Trọng lượng', 'value': '205g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 120W\nSạc nhanh không dây 50W\nSạc không dây ngược 10W\nPower Delivery 3.0 Quick\nCharge 4+'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '4600 mAh'}, {'title': 'Hệ thống làm mát', 'value': 'Công nghệ tản nhiệt LiquidCool (Buồng hơi siêu lớn + 3 tấm graphite)'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'Không có'}, {'title': 'Tiện ích khác', 'value': 'Chạm 2 lần tắt/sáng màn hình\nĐa cửa sổ (chia đôi màn hình)'}, {'title': 'Công nghệ âm thanh', 'value': 'Bốn loa\nDolby Atmos®\nSOUND BY Harman Kardon'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Sạc không dây, Bảo mật vân tay, Nhận diện khuôn mặt'}]",https://cellphones.com.vn/xiaomi-mi-12-pro.html
0, Samsung Galaxy A34 5G 8GB 128GB ,6990000,8490000,7490000,Samsung,Galaxy A,,"[{'title': '', 'value': '6.6 inches'}, {'title': 'Công nghệ màn hình', 'value': 'Super AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 120Hz\nCorning Gorilla Glass 5'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 48MP, f/1.8, 26mm , 1/2.0"", 0.8µm, PDAF, OIS\nCamera góc siêu rộng: 8MP, f/2.2, 123, 1/4.0"", 1.12µm\nCamera macro: 5MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED, toàn cảnh, HDR'}, {'title': 'Quay video', 'value': '4K@30fps, 1080p@30/60fps'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 13MP, f/2.2, 1/3.1"", 1.12µm'}, {'title': 'Quay video trước', 'value': '4K@30fps, 1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'microSDXC'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': '802.11 a/b/g/n/ac'}, {'title': 'GPS', 'value': 'GPS, GLONASS, GALILEO, BDS'}, {'title': 'Bluetooth', 'value': 'v5.2'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Trọng lượng', 'value': '184 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 25 W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5.000 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP67'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Bảo mật vân tay, Nhận diện khuôn mặt, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/samsung-galaxy-a34.html
0, iPhone 13 Pro Max 256GB | Chính hãng VN/A ,25590000,31990000,26590000,,,4.4/5,[],https://cellphones.com.vn/iphone-13-pro-max-256gb.html
0, iPhone 14 Pro 256GB | Chính hãng VN/A ,25290000,29990000,27290000,Apple,iPhone 14 Series,4.3/5,"[{'title': 'Kích thước màn hình', 'value': '6.1 inches'}, {'title': 'Công nghệ màn hình', 'value': 'Super Retina XDR OLED'}, {'title': 'Độ phân giải màn hình', 'value': '2556 x 1179 pixels'}, {'title': 'Tính năng màn hình', 'value': 'Công nghệ ProMotion với tần số quét 120Hz\nTỷ lệ tương phản 2.000.000: 1\nĐộ sáng tối đa: 1.000 nits (điển hình), 1.600 nits (HDR), 2.000 nits (ngoài trời)'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Dynamic Island'}, {'title': 'Camera sau', 'value': 'Camera chính: 48 MP, f/1.8, 24mm, OIS\nCamera góc siêu rộng: 12 MP, f/2.2, 120˚, 1.4µm\nCamera tele: 12 MP, f/2.8, PDAF, OIS, 3x optical zoom\nCảm biến độ sâu TOF 3D LiDAR'}, {'title': 'Tính năng camera', 'value': 'Zoom quang học 6x\nZoom kỹ thuật số lên đến 15x\nĐèn flash True Tone\nHDR\nChân dung với bokeh\nChế độ ban đêm\nChụp chân dung đêm\nToàn cảnh (lên đến 63MP) (LiDAR Scanner)\nApple ProRAW\nSmart HDR 4'}, {'title': 'Quay video', 'value': '4K @24 fps, 25 fps, 30 fps, 60 fps\n1080p @25 fps, 30 fps, 60 fps\n720p @30 fps\n4K HDR @30 fps\n2.8K @ 60 fps\nHDR với Dolby Vision @60 fps\nProRes 4K @30fps\nChuyển động chậm 1080p @ 120fps, 240 fps'}, {'title': 'Camera trước', 'value': 'Camera selfie: 12 MP, f/1.9, 23mm, PDAF'}, {'title': 'Quay video trước', 'value': '4K @24 fps, 25 fps, 30 fps or 60 fps\n1080p @25 fps, 30 fps or 60 fps\n4K HDR @30 fps\nHDR với Dolby Vision 4K @60fps\nProRes 4K @30fps\nSlow-motion 1080p @240fps'}, {'title': 'Dung lượng RAM', 'value': '6 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (nano‑SIM và eSIM)'}, {'title': 'Hệ điều hành', 'value': 'iOS 16'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Wi‑Fi 6 (802.11ax) with 2x2 MIMO'}, {'title': 'GPS', 'value': 'BEIDOU, GALILEO, GPS, QZSS, iBeacon, GLONASS'}, {'title': 'Bluetooth', 'value': 'Bluetooth 5.3'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': 'Dài 174.5mm - Ngang: 71.5mm - Dày 7.85mm'}, {'title': 'Trọng lượng', 'value': '206g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 20W\nSạc không dây MagSafe 15W\nSạc không dây Qi 7,5W'}, {'title': 'Cổng sạc', 'value': 'Lightning'}, {'title': 'Pin', 'value': '3200 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Tiện ích khác', 'value': 'Phát hiện va chạm (Crash Detection)\nMàn hình luôn hiển thị AOD\nChạm 2 lần sáng màn hình\nApple Pay'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa kép'}, {'title': 'Cảm biến vân tay', 'value': 'Không'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/iphone-14-pro-256gb.html
0, iPhone 13 Pro 128GB | Chính hãng VN/A ,,23990000,,Apple,iPhone 15 - 25 triệu,4.6/5,"[{'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Dung lượng RAM', 'value': '6 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Kích thước màn hình', 'value': '6.1 inches'}, {'title': 'Độ phân giải màn hình', 'value': '1170 x 2532 pixels'}, {'title': 'Công nghệ màn hình', 'value': 'Super Retina XDR OLED'}, {'title': 'Tính năng màn hình', 'value': '120Hz, Super Retina XDR với ProMotion 6.1‑inch, OLED, 460 pp, HDR display, True Tone, Wide color (P3), Haptic Touch'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Tai thỏ'}, {'title': 'Hệ điều hành', 'value': 'iOS15'}, {'title': 'Wi-Fi', 'value': 'WiFi 6E'}, {'title': 'Thẻ SIM', 'value': '2 SIM (nano‑SIM và eSIM)'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'GPS', 'value': 'GPS, GLONASS, Galileo, QZSS, and BeiDou'}, {'title': 'Bluetooth', 'value': 'v5.0'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 12MP, ƒ/1.5\nCamera góc siêu rộng: 12MP, ƒ/1.8\nCamera tele : 12MP, /2.8'}, {'title': 'Tính năng camera', 'value': 'Chạm lấy nét\nHDR\nNhận diện khuôn mặt\nQuay chậm (Slow Motion)\nToàn cảnh (Panorama)\nTự động lấy nét (AF)\nXóa phông\nNhãn dán (AR Stickers)\nNhận diện khuôn mặt'}, {'title': 'Quay video', 'value': '4K@24/25/30/60fps\n1080p HD @25/30/60fps\n720p HD@30fps'}, {'title': 'Camera trước', 'value': '12MP, ƒ/2.2'}, {'title': 'Quay video trước', 'value': '4K@24/25/30/60fps\n1080p HD @25/30/60fps\n720p HD@30fps'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': '146,7 x 71.5 x 7,65mm'}, {'title': 'Trọng lượng', 'value': '204g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 25W, Tiết kiệm pin, Sạc không dây, Sạc ngược không dây'}, {'title': 'Cổng sạc', 'value': 'Lightning'}, {'title': 'Pin', 'value': '3,095mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Cảm biến vân tay', 'value': 'Không'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/iphone-13-pro.html
0, Xiaomi 13 Lite ,9190000,11490000,9690000,Xiaomi,Xiaomi 13 Series,,"[{'title': 'Kích thước màn hình', 'value': '6.55 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': '68 triệu màu, Dolby Vision, HDR10+, 120Hz, 500 nits, Corning Gorilla Glass 5'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': 'Camera chính: 50 MP, f/1.8, PDAF\nCamera góc siêu rộng: 8 MP, f/2.2, 119˚\nCamera macro: 2 MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Chế độ ban đêm, Chụp chuyển động thời gian bùng nổ, chế độ tài liệu, máy ảnh A,I sấm chớp, Google Ống kính AI, Làm đẹp AI ở chế độ chân dung khung hình điện ảnh, 12 bộ lọc video'}, {'title': 'Quay video', 'value': '4K@30fps, 1080p@30/60/120fps'}, {'title': 'Camera trước', 'value': 'Camera góc siêu rộng: 32 MP, f/2.4\nCamera cảm chân dung: 8 MP'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 12, MIUI 14'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band'}, {'title': 'GPS', 'value': 'GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC'}, {'title': 'Bluetooth', 'value': '5.2, A2DP, LE'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 67W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '4500 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP53'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Bảo mật vân tay, Nhận diện khuôn mặt'}, {'title': 'Chipset', 'value': 'Chip Snapdragon 7 Gen 1 (4 nm)'}]",https://cellphones.com.vn/xiaomi-13-lite.html
