,pName,tradePrice,actualPrice,salePrice,brand,productLine,rating,technicalDetail,url
0, Tecno Pova 4 Pro 8GB 256GB ,4790000,5990000,5290000,Tecno,,,"[{'title': 'Kích thước màn hình', 'value': '6.66 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Tính năng màn hình', 'value': 'Tốc độ làm tươi 90Hz'}, {'title': 'Camera sau', 'value': '50MP'}, {'title': 'Tính năng camera', 'value': 'Đèn flash, HDR'}, {'title': 'Camera trước', 'value': '8MP'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android™ 12'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 45W'}, {'title': 'Pin', 'value': '6000mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến trọng lực'}, {'title': 'Chipset', 'value': 'Helio G99 6nm'}, {'title': 'Loại CPU', 'value': '2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55'}, {'title': 'GPU', 'value': 'Mali-G57 MC2'}, {'title': 'Kích thước', 'value': '164,79 x 77 x 9,19mm'}, {'title': 'Trọng lượng', 'value': '191 g'}]",https://cellphones.com.vn/tecno-pova-4-pro-8gb-256gb.html
0, Xiaomi 13 8GB 256GB ,17990000,22990000,18490000,Xiaomi,Xiaomi 13 Series,,"[{'title': 'Kích thước màn hình', 'value': '6.36 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tốc độ lấy mẫu cảm ứng: lên tới 240Hz, Độ sáng: HBM 1200 nits (typ), độ sáng tối đa 1900 nits, HDR\nTầm nhìn Dolby® HDR10+, Gam màu: DCI-P3'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': 'Camera chính: 50MP, f/1.8, HyperOIS\nCamera tele của Leica: 10MP, f/2.0, OIS\nCamera góc siêu rộng Leica: 12MP, f/2.2,'}, {'title': 'Tính năng camera', 'value': 'Hai phong cách chụp ảnh (Leica Authentic Look, Leica Vibrant Look)\nHình ảnh chân thực của Leica\nVẻ ngoài rực rỡ của Leica\nbộ lọc Leica\nÂm thanh màn trập cổ điển của Leica\nHình mờ Leica\nChế độ ban đêm (rộng/siêu rộng/tele)'}, {'title': 'Quay video', 'value': '8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/120/240/960fps, 1080p@1920fps, gyro-EIS'}, {'title': 'Camera trước', 'value': 'Camera selfie trong màn hình 32MP, f/2.0'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'MIUI 14, Android 13'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct'}, {'title': 'GPS', 'value': 'GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)'}, {'title': 'Bluetooth', 'value': 'Bluetooth 5.3'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Nhôm'}, {'title': 'Kích thước', 'value': '152,8 x 71,5 x 7,98mm'}, {'title': 'Trọng lượng', 'value': '189g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 67W, sạc không dây 50W, sạc ngược không dây 10W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': 'Pin 4500mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Tiện ích khác', 'value': 'Loa kép Dolby Atmos®, Hai SIM (nano SIM + nano SIM hoặc nano SIM + eSIM), Mở khóa bằng khuôn mặt AI, Công nghệ LiquidCool (VC siêu lớn + Tấm than chì nhiều lớp)'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Sạc không dây, Bảo mật vân tay, Nhận diện khuôn mặt'}]",https://cellphones.com.vn/xiaomi-13.html
0, Xiaomi Redmi Note 12S ,5690000,6690000,6190000,Xiaomi,Redmi,,"[{'title': 'Kích thước màn hình', 'value': '6.43 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 90Hz, Độ sáng: tối đa 700 nit (typ), 1000 nits cực đại (typ), Kính Corning Gorilla Glass 3\nChế độ Sunlight, Chế độ đọc sách 3.0'}, {'title': 'Tần số quét', 'value': '90Hz'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': 'Camera chính: 108MP, f/1.89\nCamera góc siêu rộng: 8MP, f/2.2, FOV 118°\nCamera cận cảnh: 2MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'HDR\nLàm đẹp\nSiêu cận (Macro)\nGóc siêu rộng (Ultrawide)\nGóc rộng (Wide)\nToàn cảnh (Panorama)\nXóa phông'}, {'title': 'Quay video', 'value': 'FullHD 1080p@30fps, HD 720p@30fps'}, {'title': 'Camera trước', 'value': '16MP, f/2.45'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'MicroSD'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '2.4GHz, 5GHz'}, {'title': 'GPS', 'value': 'GLONASS, GPS, GALILEO, BEIDOU'}, {'title': 'Bluetooth', 'value': 'v5.1'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '159.87 x 73.87 x 8.09mm'}, {'title': 'Trọng lượng', 'value': '176g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 33 W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5000 mAh'}, {'title': 'Hệ thống làm mát', 'value': 'LiquidCool'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP53'}, {'title': 'Tiện ích khác', 'value': 'Mở rộng bộ nhớ RAM'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa kép'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Tính năng đặc biệt', 'value': 'Bảo mật vân tay, Nhận diện khuôn mặt'}]",https://cellphones.com.vn/xiaomi-redmi-note-12s.html
0,samsung-galaxy-z-flip-5,,,,,,,[],https://cellphones.com.vn/samsung-galaxy-z-flip-5.html
0, Samsung Galaxy S23 Ultra 12GB 512GB  ,26590000,36990000,27090000,Samsung,Galaxy S,,"[{'title': 'Kích thước màn hình', 'value': '6.8 inches'}, {'title': 'Công nghệ màn hình', 'value': 'Dynamic AMOLED 2X'}, {'title': 'Độ phân giải màn hình', 'value': '1440 x 3088 pixels (QHD+)'}, {'title': 'Tính năng màn hình', 'value': '120Hz, HDR10+, 1750 nits, Gorilla Glass Victus 2'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': 'Siêu rộng: 12MP F2.2 (Dual Pixel AF)\nChính: 200MP F1.7 OIS ±3° (Super Quad Pixel AF)\nTele 1: 10MP F4.9 (10X, Dual Pixel AF) OIS,\nTele 2: 10MP F2.4 (3X, Dual Pixel AF) OIS Thu phóng chuẩn không gian 100X'}, {'title': 'Tính năng camera', 'value': 'Quay Siêu chậm (Super Slow Motion)\nChuyên nghiệp (Pro)\nHDR\nZoom quang học\nLàm đẹp\nLive Photo\nBộ lọc màu\nTrôi nhanh thời gian (Time Lapse)\nGóc siêu rộng (Ultrawide)\nGóc rộng (Wide)\nToàn cảnh (Panorama)\nChống rung quang học'}, {'title': 'Quay video', 'value': '8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS'}, {'title': 'Camera trước', 'value': '12MP F2.2 (Dual Pixel AF)'}, {'title': 'Quay video trước', 'value': '4K@30/60fps, 1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '12 GB'}, {'title': 'Bộ nhớ trong', 'value': '512 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 Nano SIM hoặc 1 Nano + 1 eSIM'}, {'title': 'Hệ điều hành', 'value': 'Android'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct'}, {'title': 'GPS', 'value': 'GPS, GLONASS, BDS, GALILEO'}, {'title': 'Bluetooth', 'value': '5.3, A2DP, LE'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Nhôm'}, {'title': 'Kích thước', 'value': '163.4 x 78.1 x 8.9 mm'}, {'title': 'Trọng lượng', 'value': '234 g'}, {'title': 'Tương thích', 'value': 'Bút S-Pen'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Tiện ích khác', 'value': 'Samsung DeX, Samsung Wireless DeX, trợ lí ảo Bixby, Samsung Pay ,Màn hình luôn hiển thị AOD, Mở rộng bộ nhớ RAM,Thu nhỏ màn hình sử dụng một tay'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa kép\nÂm thanh AKG\nÂm thanh Dolby Atmos'}, {'title': 'Công nghệ sạc', 'value': 'Sạc có dây: 45W có dây\nSạc không dây: 15W (Qi/PMA)\nChia sẻ pin không dây'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5000 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Sạc không dây, Bảo mật vân tay, Nhận diện khuôn mặt, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/samsung-galaxy-s23-ultra-12gb-512gb.html
0, OPPO A78 4G (8GB 256GB) ,5690000,6990000,6690000,OPPO,A Series,,"[{'title': 'Kích thước màn hình', 'value': '6.4 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 90Hz, Độ sáng tối đa: 430 nits\nMặt kính cảm ứng: Kính cường lực Corning Gorilla Glass 5'}, {'title': 'Tần số quét', 'value': '90Hz'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': '50 MP (chính) + 2 MP (Xóa phông)'}, {'title': 'Tính năng camera', 'value': 'Chuyên nghiệp (Pro)\nLàm đẹp\nGoogle Lens\nTrôi nhanh thời gian (Time Lapse)\nToàn cảnh (Panorama)\nTự động lấy nét (AF)\nBan đêm (Night Mode)\nQuay chậm (Slow Motion)\nXóa phông'}, {'title': 'Quay video', 'value': 'HD 720p@120fps\nFullHD 1080p@30fps\nHD 720p@30fps'}, {'title': 'Camera trước', 'value': '8 MP'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'MicroSD, hỗ trợ tối đa 1 TB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'ColorOS 13.1.1, nền tảng Android 13'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': 'Dual-band (2.4 GHz/5 GHz)\nWi-Fi hotspot\nWi-Fi Direct\nWi-Fi 802.11 a/b/g/n/ac'}, {'title': 'GPS', 'value': 'GLONASS, GPS, GALILEO, QZSS'}, {'title': 'Bluetooth', 'value': 'v5.0'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': 'Đen: 160 x 73.23 x 7.93 mm\nXanh: 160 x 73.23 x 7.99 mm'}, {'title': 'Trọng lượng', 'value': '180g'}, {'title': 'Công nghệ sạc', 'value': 'Siêu sạc nhanh SUPERVOOC 67W , tiết kiệm pin'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5000 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP54'}, {'title': 'Công nghệ - Tiện ích', 'value': 'Cử chỉ thông minh, Ứng dụng kép (Nhân bản ứng dụng), Mở rộng bộ nhớ RAM'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa kép'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến ánh sáng, La bàn'}, {'title': 'Tính năng đặc biệt', 'value': 'Bảo mật vân tay, Nhận diện khuôn mặt, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/oppo-a78.html
0, Tecno Camon 20 Pro ,4550000,5490000,5050000,Tecno,,5.0/5,"[{'title': 'Kích thước màn hình', 'value': '6.67 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 120Hz\nMàn chắn nắng HBM'}, {'title': 'Loại màn hình', 'value': 'Màn hình'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 64 MP, f/1.7, 25mm, 1/1.7"", 0.8µm, PDAF\nMáy ảnh đo chiều sâu: 2 MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED vòng, toàn cảnh, HDR'}, {'title': 'Quay video', 'value': '1080p@30fps'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 32 MP, f/2.5, 24mm, 1/2.8"", 0.8µm'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Không'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kim loại'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': '163.4 x 76.7 x 8.2 mm'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 33W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5000 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Cảm biến áp kế'}, {'title': 'Công nghệ - Tiện ích', 'value': 'Thư viện AL v5.0\nMàn hình luôn hiển thị'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa âm thanh nổi'}]",https://cellphones.com.vn/tecno-camon-20-pro.html
0, iPhone 14 Pro Max 512GB | Chính hãng VN/A ,33590000,38990000,35590000,Apple,iPhone 14 Series,,"[{'title': 'Kích thước màn hình', 'value': '6.7 inches'}, {'title': 'Công nghệ màn hình', 'value': 'Super Retina XDR OLED'}, {'title': 'Độ phân giải màn hình', 'value': '2796 x 1290-pixel'}, {'title': 'Tính năng màn hình', 'value': '120Hz, Always-On display, HDR, True Tone, Haptic Touch, 2,000,000:1, 2000 nits'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Dynamic Island'}, {'title': 'Camera sau', 'value': 'Camera chính: 48 MP, f/1.8, 24mm, OIS\nCamera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚\nCamera tele: 12 MP, f/2.8, 77mm, OIS, 3x optical zoom\nCảm biến độ sâu TOF 3D LiDAR'}, {'title': 'Tính năng camera', 'value': 'Quay phim Cinematic, Chế độ ProRes, Quay phim Dolby Vision HDR'}, {'title': 'Quay video', 'value': '4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (60fps), Chế độ ProRes, Chế độ Cinematic (4K@30fps)'}, {'title': 'Camera trước', 'value': 'Camera selfie: 12 MP, f/1.9, 23mm, PDAF'}, {'title': 'Quay video trước', 'value': '4K@24/25/30/60fps, 1080p@25/30/60/120fps, Chống rung điện tử'}, {'title': 'Dung lượng RAM', 'value': '6 GB'}, {'title': 'Bộ nhớ trong', 'value': '512 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (nano‑SIM và eSIM)'}, {'title': 'Hệ điều hành', 'value': 'iOS 16'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Wi-Fi MIMO'}, {'title': 'GPS', 'value': 'BEIDOU, GALILEO, GLONASS, GPS, iBeacon, QZSS'}, {'title': 'Bluetooth', 'value': 'A2DP, LE, v5.3'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': '160.7 x 77.6 x 7.9 mm'}, {'title': 'Trọng lượng', 'value': '240 gr'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh PD 2.0 30W (30 phút sạc được 50%)\nSạc không dây MagSafe 15W\nSạc không dây chuẩn Qi 7.5W'}, {'title': 'Cổng sạc', 'value': 'Lightning'}, {'title': 'Pin', 'value': '4323 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Tiện ích khác', 'value': 'Phát hiện va chạm (Crash Detection)\nMàn hình luôn hiển thị AOD\nChạm 2 lần sáng màn hình\nApple Pay'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa kép'}, {'title': 'Cảm biến vân tay', 'value': 'Không'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/iphone-14-pro-max-512gb.html
0, Samsung Galaxy A54 5G 8GB 128GB ,8990000,10490000,9490000,Samsung,Galaxy A,5.0/5,"[{'title': 'Kích thước màn hình', 'value': '6.4 inches'}, {'title': 'Công nghệ màn hình', 'value': 'Super AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 120Hz, 1000 nits'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 50 MP, f/1.8, PDAF, OIS\nCamera góc siêu rộng: 12MP, f/2.2, 123˚, 1.12µm\nCamera macro: 5MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED, toàn cảnh, HDR'}, {'title': 'Quay video', 'value': '4K@30fps, 1080p@30/60fps; gyro-EIS'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 32 MP, f/2.2, 26mm, 1/2.8"", 0.8µm'}, {'title': 'Quay video trước', 'value': '4K@30fps, 1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'microSDXC'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': '802.11 a/b/g/n/ac'}, {'title': 'GPS', 'value': 'GPS, GLONASS, GALILEO, BDS'}, {'title': 'Bluetooth', 'value': 'v5.2'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 25W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5000 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP67'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Chipset', 'value': 'Exynos 1380 (5 nm)'}, {'title': 'Loại CPU', 'value': '4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55'}, {'title': 'GPU', 'value': 'Mali-G68 MP5'}]",https://cellphones.com.vn/samsung-galaxy-a54.html
0, OPPO Find N2 Flip ,18990000,,19990000,OPPO,Find Series,,"[{'title': 'Kích thước màn hình', 'value': '6.8 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2520 pixels'}, {'title': 'Tính năng màn hình', 'value': 'Có thể gập lại\nMàn hình chính: FHD+ (2520×1080), 120Hz, 16,7 triệu màu, 403 PPI, 1200nit, AMOLED, Kính siêu mỏng UTG\nMàn hình phụ: 720×382, 30/60Hz, 250 PPI, 800nit, Corning Gorilla Glass 5'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 50MP, f/1.8, 23mm, PDAF\nCamera góc siêu rộng 8MP, f/2.2, 112˚'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED, HDR, toàn cảnh'}, {'title': 'Quay video', 'value': '4K@30/60fps, 1080p@30/60/240fps'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 32MP, f/2.4, 22mm, AF'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': '802.11 a/b/g/n/ac/6'}, {'title': 'GPS', 'value': 'GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5)'}, {'title': 'Bluetooth', 'value': 'v5.3'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 44W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '4300 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Chipset', 'value': 'MediaTek 9000+ (4nm)'}, {'title': 'Loại CPU', 'value': '1x3.20 GHz Cortex-X2 & 3x3.20 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510'}, {'title': 'GPU', 'value': 'Mali-G710 MC10'}, {'title': 'Kích thước', 'value': 'Khi mở: 166,2 x 75,2 x 7,5 mm\nKhi gập: 85,5 x 75,2 x 16 mm'}, {'title': 'Trọng lượng', 'value': '191 g'}]",https://cellphones.com.vn/oppo-find-n2-flip.html
